GapBuy;GapSell;AvBid;AvAsk;Spread;SpreadK;MinLev;MinLevClose;FixTp;FixSl;FastSpread;dTFast;tpsFast;dTSlow;tpsSlow;
-6.35;-0.32;-205.68;-343.65;137.97;137.97;138107.97;41.39;137.97;275.94;210.00;796.48;1.26;720.75;1.39;
3.56;9.56;-205.56;-343.56;138.00;138.00;138138.00;41.40;138.00;276.00;210.00;804.69;1.24;720.75;1.39;
3.64;-23.14;-205.86;-343.64;137.78;137.78;137917.78;41.33;137.78;275.56;210.00;804.69;1.24;745.58;1.34;
-14.00;-22.74;-206.26;-344.00;137.74;137.74;137877.74;41.32;137.74;275.48;210.00;804.69;1.24;745.58;1.34;
6.03;-2.66;-206.34;-344.03;137.69;137.69;137827.69;41.31;137.69;275.38;210.00;804.59;1.24;745.58;1.34;
-13.58;-22.30;-206.70;-344.42;137.72;137.72;137857.72;41.32;137.72;275.44;210.00;779.44;1.28;753.75;1.33;
-20.42;10.43;-206.43;-344.58;138.15;138.15;138288.15;41.45;138.15;276.30;210.00;779.44;1.28;748.13;1.34;
1571202.86;10.36;-206.36;15526.14;-15732.50;1.00;-14732.50;0.30;1.00;-15731.50;210.00;779.44;1.28;743.40;1.35;
-15866.27;10.19;-206.19;15526.27;-15732.46;1.00;-14732.46;0.30;1.00;-15731.46;210.00;779.44;1.28;743.40;1.35;
-15846.60;29.51;-205.51;15526.60;-15732.11;1.00;-14732.11;0.30;1.00;-15731.11;210.00;778.01;1.29;743.40;1.35;
-15876.83;-0.87;-205.13;15526.83;-15731.96;1.00;-14731.96;0.30;1.00;-15730.96;210.00;777.83;1.29;743.40;1.35;
-15847.06;28.75;-204.75;15527.06;-15731.81;1.00;-14731.81;0.30;1.00;-15730.81;210.00;778.11;1.29;743.40;1.35;
-15873.12;3.97;-204.97;15527.12;-15732.09;1.00;-14732.09;0.30;1.00;-15731.09;210.00;778.11;1.29;734.65;1.36;
-15863.35;13.90;-204.90;15527.35;-15732.25;1.00;-14732.25;0.30;1.00;-15731.25;210.00;765.38;1.31;734.65;1.36;
-15847.64;47.59;-204.59;15527.64;-15732.23;1.00;-14732.23;0.30;1.00;-15731.23;210.00;765.38;1.31;738.81;1.35;
-15877.93;17.28;-204.28;15527.93;-15732.21;1.00;-14732.21;0.30;1.00;-15731.21;240.00;765.40;1.31;738.81;1.35;
-15878.22;16.97;-203.97;15528.22;-15732.19;1.00;-14732.19;0.30;1.00;-15731.19;210.00;765.40;1.31;738.81;1.35;
-15888.41;6.47;-203.47;15528.41;-15731.88;1.00;-14731.88;0.30;1.00;-15730.88;210.00;761.89;1.31;738.81;1.35;
-15878.65;15.87;-202.87;15528.65;-15731.52;1.00;-14731.52;0.30;1.00;-15730.52;210.00;762.02;1.31;738.81;1.35;
-15863.03;-24.10;-202.90;15529.03;-15731.93;1.00;-14731.93;0.30;1.00;-15730.93;210.00;762.02;1.31;791.49;1.26;
-15843.31;-3.97;-203.03;15529.31;-15732.34;1.00;-14732.34;0.30;1.00;-15731.34;210.00;817.85;1.22;791.49;1.26;
-15883.49;9.72;-202.72;15529.49;-15732.21;1.00;-14732.21;0.30;1.00;-15731.21;210.00;817.85;1.22;786.42;1.27;
-15893.66;-0.66;-202.34;15529.66;-15732.00;1.00;-14732.00;0.30;1.00;-15731.00;210.00;852.62;1.17;786.42;1.27;
-15838.27;-31.60;-202.40;15530.27;-15732.67;1.00;-14732.67;0.30;1.00;-15731.67;210.00;852.62;1.17;821.08;1.22;
-15881.55;-12.87;-202.13;15530.55;-15732.68;1.00;-14732.68;0.30;1.00;-15731.68;210.00;852.62;1.17;807.57;1.24;
-15865.49;20.03;-202.03;15530.49;-15732.52;1.00;-14732.52;0.30;1.00;-15731.52;210.00;852.62;1.17;791.23;1.26;
-15855.78;29.82;-201.82;15530.78;-15732.60;1.00;-14732.60;0.30;1.00;-15731.60;210.00;832.80;1.20;791.23;1.26;
-15875.84;9.54;-201.54;15530.84;-15732.38;1.00;-14732.38;0.30;1.00;-15731.38;230.00;831.58;1.20;791.23;1.26;
-15875.81;9.41;-201.41;15530.81;-15732.22;1.00;-14732.22;0.30;1.00;-15731.22;210.00;831.58;1.20;791.23;1.26;
-15898.45;8.39;-201.39;15530.45;-15731.84;1.00;-14731.84;0.30;1.00;-15730.84;210.00;831.58;1.20;783.43;1.28;
-15907.99;-1.53;-201.47;15529.99;-15731.46;1.00;-14731.46;0.30;1.00;-15730.46;210.00;826.84;1.21;783.43;1.28;
-15883.77;-0.92;-201.08;15529.77;-15730.85;1.00;-14730.85;0.30;1.00;-15729.85;210.00;826.84;1.21;768.90;1.30;
-15873.69;8.59;-200.59;15529.69;-15730.28;1.00;-14730.28;0.30;1.00;-15729.28;200.00;826.84;1.21;768.90;1.30;
-15873.51;8.20;-200.20;15529.51;-15729.71;1.00;-14729.71;0.30;1.00;-15728.71;210.00;826.84;1.21;768.90;1.30;
-15883.27;-1.80;-200.20;15529.27;-15729.47;1.00;-14729.47;0.30;1.00;-15728.47;210.00;840.95;1.19;768.90;1.30;
-15859.37;-1.90;-200.10;15529.37;-15729.47;1.00;-14729.47;0.30;1.00;-15728.47;210.00;840.95;1.19;785.62;1.27;
-15811.12;73.16;-199.16;15530.12;-15729.28;1.00;-14729.28;0.30;1.00;-15728.28;210.00;840.95;1.19;784.79;1.27;
-15915.72;-60.34;-199.66;15529.72;-15729.38;1.00;-14729.38;0.30;1.00;-15728.38;210.00;840.90;1.19;782.50;1.28;
-15865.57;-10.34;-199.66;15529.57;-15729.23;1.00;-14729.23;0.30;1.00;-15728.23;160.00;840.57;1.19;782.50;1.28;
-15865.52;-10.44;-199.56;15529.52;-15729.08;1.00;-14729.08;0.30;1.00;-15728.08;210.00;840.57;1.19;782.50;1.28;
-15832.11;30.09;-199.09;15530.11;-15729.20;1.00;-14729.20;0.30;1.00;-15728.20;210.00;840.57;1.19;796.57;1.26;
-15827.65;49.52;-198.52;15530.65;-15729.17;1.00;-14729.17;0.30;1.00;-15728.17;210.00;840.57;1.19;770.11;1.30;
-15857.42;19.03;-198.03;15530.42;-15728.45;1.00;-14728.45;0.30;1.00;-15727.45;210.00;851.19;1.17;770.11;1.30;
-15877.05;-0.44;-198.56;15530.05;-15728.61;1.00;-14728.61;0.30;1.00;-15727.61;230.00;850.10;1.18;770.11;1.30;
-15876.18;0.08;-199.08;15529.18;-15728.26;1.00;-14728.26;0.30;1.00;-15727.26;210.00;850.10;1.18;770.11;1.30;
-15865.54;10.39;-199.39;15528.54;-15727.93;1.00;-14727.93;0.30;1.00;-15726.93;210.00;856.80;1.17;770.11;1.30;
-15875.11;0.85;-199.85;15528.11;-15727.96;1.00;-14727.96;0.30;1.00;-15726.96;210.00;857.31;1.17;770.11;1.30;
-15933.19;-40.37;-200.63;15527.19;-15727.82;1.00;-14727.82;0.30;1.00;-15726.82;210.00;857.31;1.17;799.13;1.25;
-15922.67;-29.99;-201.01;15526.67;-15727.68;1.00;-14727.68;0.30;1.00;-15726.68;210.00;861.62;1.16;799.13;1.25;
-15885.62;-15.85;-201.15;15526.62;-15727.77;1.00;-14727.77;0.30;1.00;-15726.77;210.00;861.62;1.16;799.21;1.25;
-15845.97;23.89;-200.89;15526.97;-15727.86;1.00;-14727.86;0.30;1.00;-15726.86;210.00;861.07;1.16;799.21;1.25;
-15832.36;34.62;-200.62;15527.36;-15727.98;1.00;-14727.98;0.30;1.00;-15726.98;210.00;861.07;1.16;806.63;1.24;
-15882.35;-15.25;-200.75;15527.35;-15728.10;1.00;-14728.10;0.30;1.00;-15727.10;260.00;861.14;1.16;806.63;1.24;
-15882.34;-15.12;-200.88;15527.34;-15728.22;1.00;-14728.22;0.30;1.00;-15727.22;210.00;861.14;1.16;806.63;1.24;
-15874.31;1.94;-200.94;15527.31;-15728.25;1.00;-14728.25;0.30;1.00;-15727.25;210.00;861.14;1.16;801.89;1.25;
-15874.38;-34.73;-201.27;15527.38;-15728.65;1.00;-14728.65;0.30;1.00;-15727.65;210.00;861.14;1.16;809.92;1.23;
-15862.01;-33.96;-202.04;15527.01;-15729.05;1.00;-14729.05;0.30;1.00;-15728.05;210.00;861.14;1.16;809.92;1.23;
-15842.34;-13.89;-202.11;15527.34;-15729.45;1.00;-14729.45;0.30;1.00;-15728.45;210.00;869.58;1.15;809.92;1.23;
-15859.50;27.76;-201.76;15527.50;-15729.26;1.00;-14729.26;0.30;1.00;-15728.26;210.00;869.58;1.15;813.08;1.23;
